Date,Price,Change,Direction,Lag 1 Price,Lag 2 Price,Lag 5 Price,Lag 1 Change,Lag 1 Direction,Lag 1 Significant,Lag 2 Change,Lag 2 Direction,Lag 2 Significant,Lag 5 Change,Lag 5 Direction,Lag 5 Significant
2000-01-12,108.5,-0.026905829596412526,-1,104.37,107.19,107.19,-0.038064516129032215,-1,-1,-0.01207373271889403,-1,-1,-0.01207373271889403,-1,-1
2000-01-13,104.37,-0.038064516129032167,-1,107.19,111.81,111.81,0.02701925840758832,1,1,0.07128485196895658,1,1,0.07128485196895658,1,1
2000-01-14,107.19,0.027019258407588342,1,111.81,110.5,110.5,0.043101035544360525,1,1,0.030879746244985563,1,1,0.030879746244985563,1,1
2000-01-18,111.81,0.04310103554436062,1,110.5,107.06,107.06,-0.011716304445040715,-1,-1,-0.04248278329308648,-1,-1,-0.04248278329308648,-1,-1
2000-01-19,110.5,-0.011716304445040682,-1,107.06,107.0,107.0,-0.031131221719456995,-1,-1,-0.03167420814479638,-1,-1,-0.03167420814479638,-1,-1
2000-01-20,107.06,-0.031131221719457036,-1,107.0,103.8,103.8,-0.0005604334018307703,-1,0,-0.030450214832804082,-1,-1,-0.030450214832804082,-1,-1
2000-01-21,107.0,-0.0005604334018307622,-1,103.8,101.0,101.0,-0.029906542056074792,-1,-1,-0.056074766355140186,-1,-1,-0.056074766355140186,-1,-1
2000-01-24,103.8,-0.029906542056074795,-1,101.0,102.44,102.44,-0.026974951830443135,-1,-1,-0.013102119460500957,-1,-1,-0.013102119460500957,-1,-1
2000-01-25,101.0,-0.026974951830443183,-1,102.44,99.89,99.89,0.014257425742574235,1,1,-0.010990099009900984,-1,-1,-0.010990099009900984,-1,-1
2000-01-26,102.44,0.014257425742574268,1,99.89,98.12,98.12,-0.024892620070285018,-1,-1,-0.042171026942600484,-1,-1,-0.042171026942600484,-1,-1
2000-01-27,99.89,-0.024892620070285032,-1,98.12,97.62,97.62,-0.017719491440584604,-1,-1,-0.02272499749724693,-1,-1,-0.02272499749724693,-1,-1
2000-01-28,98.12,-0.0177194914405846,-1,97.62,98.5,98.5,-0.005095801059926621,-1,0,0.003872808805544185,1,0,0.003872808805544185,1,0
2000-01-31,97.62,-0.005095801059926575,-1,98.5,102.44,102.44,0.009014546199549226,1,0,0.04937512804753117,1,1,0.04937512804753117,1,1
2000-02-01,98.5,0.009014546199549223,1,102.44,102.06,102.06,0.03999999999999998,1,1,0.03614213197969546,1,1,0.03614213197969546,1,1
2000-02-02,102.44,0.040000000000000036,1,102.06,104.37,104.37,-0.003709488481062041,-1,0,0.018840296759078553,1,1,0.018840296759078553,1,1
2000-02-03,102.06,-0.003709488481062007,-1,104.37,106.81,106.81,0.0226337448559671,1,1,0.046541250244953945,1,1,0.046541250244953945,1,1
2000-02-04,104.37,0.02263374485596703,1,106.81,106.44,106.44,0.023378365430679292,1,1,0.019833285426846727,1,1,0.019833285426846727,1,1
2000-02-07,106.81,0.023378365430679397,1,106.44,109.44,109.44,-0.0034640951221796136,-1,0,0.024623162625222315,1,1,0.024623162625222315,1,1
2000-02-08,106.44,-0.0034640951221796,-1,109.44,103.89,103.89,0.028184892897406992,1,1,-0.023957158962795915,-1,-1,-0.023957158962795915,-1,-1
2000-02-09,109.44,0.028184892897406888,1,103.89,104.87,104.87,-0.05071271929824559,-1,-1,-0.04175804093567245,-1,-1,-0.04175804093567245,-1,-1
2000-02-10,103.89,-0.05071271929824561,-1,104.87,101.23,101.23,0.009433054191933814,1,0,-0.02560400423524879,-1,-1,-0.02560400423524879,-1,-1
2000-02-11,104.87,0.009433054191933854,1,101.23,99.75,99.75,-0.03470964050729475,-1,-1,-0.048822351482788254,-1,-1,-0.048822351482788254,-1,-1
2000-02-14,101.23,-0.03470964050729475,-1,99.75,99.25,99.25,-0.014620171885804643,-1,-1,-0.019559419144522413,-1,-1,-0.019559419144522413,-1,-1
2000-02-15,99.75,-0.014620171885804669,-1,99.25,98.5,98.5,-0.005012531328320802,-1,0,-0.012531328320802004,-1,-1,-0.012531328320802004,-1,-1
2000-02-16,99.25,-0.005012531328320803,-1,98.5,100.0,100.0,-0.007556675062972292,-1,0,0.007556675062972292,1,0,0.007556675062972292,1,0
2000-02-17,98.5,-0.007556675062972306,-1,100.0,95.12,95.12,0.015228426395939087,1,1,-0.034314720812182696,-1,-1,-0.034314720812182696,-1,-1
2000-02-18,100.0,0.01522842639593902,1,95.12,93.5,93.5,-0.048799999999999955,-1,-1,-0.065,-1,-1,-0.065,-1,-1
2000-02-22,95.12,-0.04879999999999996,-1,93.5,94.25,94.25,-0.017031118587047988,-1,-1,-0.009146341463414682,-1,0,-0.009146341463414682,-1,0
2000-02-23,93.5,-0.017031118587047978,-1,94.25,94.69,94.69,0.008021390374331552,1,0,0.012727272727272703,1,1,0.012727272727272703,1,1
2000-02-24,94.25,0.008021390374331583,1,94.69,90.25,90.25,0.004668435013262575,1,0,-0.042440318302387266,-1,-1,-0.042440318302387266,-1,-1
2000-02-25,94.69,0.0046684350132626395,1,90.25,91.75,91.75,-0.046889851093040426,-1,-1,-0.031048685183229462,-1,-1,-0.031048685183229462,-1,-1
2000-02-28,90.25,-0.04688985109304045,-1,91.75,89.62,89.62,0.01662049861495845,1,1,-0.0069806094182824985,-1,0,-0.0069806094182824985,-1,0
2000-02-29,91.75,0.016620498614958512,1,89.62,91.81,91.81,-0.023215258855585782,-1,-1,0.000653950953678499,1,0,0.000653950953678499,1,0
2000-03-01,89.62,-0.02321525885558573,-1,91.81,94.75,94.75,0.024436509707654513,1,1,0.0572416871234099,1,1,0.0572416871234099,1,1
2000-03-02,91.81,0.02443650970765443,1,94.75,96.0,96.0,0.03202265548415203,1,1,0.045637730094760895,1,1,0.045637730094760895,1,1
2000-03-03,94.75,0.03202265548415206,1,96.0,96.12,96.12,0.013192612137203167,1,1,0.014459102902374718,1,1,0.014459102902374718,1,1
2000-03-06,96.0,0.013192612137203241,1,96.12,93.81,93.81,0.0012500000000000473,1,0,-0.022812499999999975,-1,-1,-0.022812499999999975,-1,-1
2000-03-07,96.12,0.0012499999999999734,1,93.81,95.31,95.31,-0.024032459425717877,-1,-1,-0.008426966292134856,-1,0,-0.008426966292134856,-1,0
2000-03-08,93.81,-0.024032459425717856,-1,95.31,99.56,99.56,0.01598976654940838,1,1,0.06129410510606545,1,1,0.06129410510606545,1,1
