Date,author,content,number_of_likes,number_of_shares,sentiment_score,heuristic_score
2015-04-10,KimKardashian,#SISTERSUNDAY http://t.co/vwgZBAhZ0G http://t.co/N6MsKeAYKs,2276,705,0.0,0.0
2015-04-10,KimKardashian,Who’s watching #KUWTK tonight with me?! XO,3338,946,0.0,0.0
2015-04-10,KimKardashian,Let’s go East Coast! Only 30 more min until a brand new #KUWTK,1853,447,0.0,0.0
2015-04-11,KimKardashian,"LIKE MOTHER, LIKE DAUGHTER: ME &amp; NORTH https://t.co/gOKXLbn36k https://t.co/1SVPiid3Pe",8740,2273,0.7555,0.7555
2015-04-11,KimKardashian,So excited you're apart of the game!!!! ❤️❤️❤️ https://t.co/H1xuj8dKch,2235,479,0.5942,0.5942
2015-04-11,KimKardashian,Check out new @secretclosetnet where you can find some of my favorite luxury items! #secretclosetnet… https://t.co/KPgZt6ruAu,1288,301,0.5093,0.5093
2015-04-11,KimKardashian,#WCW CINDY CRAWFORD https://t.co/BFcWFiIjQs https://t.co/HqucFLd5GB,1717,356,0.0,0.0
2015-04-11,KimKardashian,So proud of @khloekardashian Her new book is EVERYTHING. #StrongLooksBetterNaked Get it now!https://t.co/Hj80rN02se https://t.co/n6Utqjzq9Z,5616,1095,0.5697,0.5697
2015-04-11,KimKardashian,H&amp;M x BALMAIN https://t.co/TU0KdKmYUm https://t.co/mcSfzCXPrB,3675,1092,0.0,0.0
2015-04-12,KimKardashian,9 MONTHS https://t.co/CF84gsPlFf https://t.co/bU4XNX677X,11230,2499,0.0,0.0
2015-04-12,KimKardashian,Happy Birthday @ZOHALxo !!!!! Have the best birthday ever!!!,1776,287,0.877,0.877
2015-04-12,KimKardashian,Happy Birthday to you too @KrazyForKardash !!!! xoxoxoxoxoxo,2240,337,0.7067,0.7067
2015-04-12,KimKardashian,Another black holiday limited edition of Selfish is available ONLY on my app!!! 500 signed copies go NOW! https://t.co/qZB5rLHEXI,6145,946,-0.5374,-0.5374
2015-04-12,KimKardashian,Help us spread some love to the kids @childrensla! Visit https://t.co/0sA6zipDH0. #LiveLAGiveLA,1890,407,0.8016,0.8016
2015-04-12,KimKardashian,LIMITED-EDITION SELFISH ON SALE NOW! https://t.co/aPb5GVf4ld https://t.co/2BfBc45WuU,5989,920,-0.628,-0.628
2015-04-12,KimKardashian,Waiting... https://t.co/FQFhLzBtiJ,21025,4123,0.0,0.0
2015-05-06,KimKardashian,Today is National Doughnut Day! Thought I would enjoy it more but morning/all day sickness really ruins things! LOL Maybe its for the best!,8770,1361,0.8929,0.8929
2015-05-07,KimKardashian,BFF'S take NYC! @larsapippen &amp; I are so grateful our kids are BFF'S! @kourtneykardash #NYC4thofJuly http://t.co/kiJlC41Cvy,6311,1140,0.6652,0.6652
2015-05-07,KimKardashian,Friends 4 life! Luv our tradition spending 4th of July on @lorenridinger's boat &amp; celebrating @larsapippen's birthday http://t.co/gYQ1LFGmAb,4267,682,0.7959,0.7959
2015-05-07,KimKardashian,"A little blurry, wasn't ready,fixing my shirt but it's the only pic w @larsapippen &amp; @scottiepippen so I has to post http://t.co/Ma2Ag8uN7P",4841,900,-0.0138,-0.0138
2015-05-07,KimKardashian,BFF'S @lorenridinger @larsapippen http://t.co/lPU2VtCA7n,4779,789,0.0,0.0
2015-05-07,KimKardashian,I love my family! http://t.co/zQ14GL4VfE,47179,15516,0.6696,0.6696
2015-05-07,KimKardashian,💥❤️💥 http://t.co/HmZGfrDRJH,17658,4664,0.0,0.0
