Date,author,content,number_of_likes,number_of_shares
2015-12-11,instagram,“It’s my anti-selfie concept ... I remove the head because I don’t like ‘perfect’ beauty.” —@pepedsgn,2585,571
2015-12-11,instagram,"Illustrative storytelling with @yodakanote 
https://t.co/6wMB46jVra https://t.co/bQfUSnTpnE",3112,658
2015-12-11,instagram,"The Week on Instagram | 213 
https://t.co/ItZxyXbEvY https://t.co/S9Qhkc6l8e",2234,444
2015-12-11,instagram,Saddleback scenes of the Irish countryside: https://t.co/lW3TwEzcYb #NationalDayoftheHorse https://t.co/kO5Nz7qUk7,3097,716
2015-12-14,instagram,Seeing the beauty in dark places with @TIME’s Instagram Photographer of 2015: Stacy Kranitz https://t.co/RlleTezH0k https://t.co/beZoc5pJ8Z,2326,482
2015-12-14,instagram,"“We should celebrate our lives for what they are: a complicated negotiation between good and bad, darkness and light.” —Stacy Kranitz",2803,1132
2015-12-14,instagram,Featured submissions from this weekend’s hashtag project: #WHPthelittlethings https://t.co/b3ift7qCO8 https://t.co/xoOBGZIpYS,2425,448
2015-12-15,instagram,#WeeklyFluff https://t.co/lS7fZmsziZ,1707,330
2015-12-15,instagram,"After a powerful storm, @nampix chases nature’s silence: https://t.co/edcXBZ0RaR https://t.co/Py9KgR84EM",2105,462
2015-12-15,instagram,Love at first Peek. Thanks @AppStore for naming us the Best App on iPhone 6s. #AppStore2015 https://t.co/agg4kYRkh4 https://t.co/6crRdYUcrT,2652,523
2015-12-16,instagram,"Turning a corner: The playful, visual puns of @jorgemartin https://t.co/E4zlARte4x https://t.co/FDUmSuTRX9",2109,644
2015-12-16,instagram,"“I laugh about everything, even my own shadow.” —illustrator @jorgemartin",2361,720
2015-12-16,instagram,Darth Vader — He’s just like us. Explore @avaderaday: https://t.co/4UlwtfKToJ https://t.co/iAtrrGu0cS,3403,1109
2015-12-17,instagram,Celebrating #NationalMapleSyrupDay with breakfast artist @saipancakes https://t.co/Ko2qb27jVy https://t.co/bWkb7Hzvel,2110,488
2015-12-17,instagram,“I’m a staunch proponent of genuine maple syrup.” —@saipancakes,1601,308
2015-12-17,instagram,In pursuit of the perfect aviation photo with James Carroll https://t.co/zwmO9pgmiB https://t.co/KOHuxjhS3K,1815,510
2015-12-18,instagram,A lightsaber that would make any Jedi proud: https://t.co/CtM38GEMNE https://t.co/aOK8x7XLhD,2596,806
2015-12-18,instagram,"Participate in this weekend’s hashtag project: #WHPwonderland
https://t.co/pjLa3MWzIh https://t.co/pVG4Kfojj7",1728,403
2015-12-18,instagram,Seeing #TheForceAwakens this weekend? Check out Jeremy Ennis' intricate #StarWars art https://t.co/9HTtScNxSF https://t.co/dH1YDjNgRa,2412,542
2015-12-18,instagram,Living in the moment with Beaver Suit https://t.co/aE18GHKhIq https://t.co/oCOYRIZ9NK,1979,428
2015-12-18,instagram,"Surprise the 🐾 lover in your life with an Animals of Instagram calendar, via @humanesociety: https://t.co/gaHMa476Qg https://t.co/FBJ9yDRZlI",2219,524
2015-12-18,instagram,The sweet video musings of 83-year-young Grandma Pat: https://t.co/vJ8yqoGhtg https://t.co/VuuJT11eCZ,1694,376
2015-12-18,instagram,“No gluten. Acupuncture. Meditation. Hula-hooping. And ice cream.” —secrets to aging gracefully from Grandma Pat,2039,522
2015-12-18,instagram,"The Week on Instagram | 214 
https://t.co/upgnpIJdTp https://t.co/O55KuqtWyI",1826,374
2015-12-18,instagram,Celebrating #SimbangGabi in the Philippines with Wilfredo Lenterna Jr. https://t.co/m581zdUVFY https://t.co/VxViLE9XYO,2274,543
2015-12-21,instagram,Skateboarding every day (for 700+ days) with Scott Warneke https://t.co/uQlvYuGkhf https://t.co/wq90jj3Zwx,2059,507
2015-12-21,instagram,"“I definitely want to make it to 1,000 days.” —skateboarding hobbyist Scott Warneke",1917,385
2015-12-21,instagram,Featured submissions from this weekend’s hashtag project: #WHPwonderland https://t.co/3qhKTpxSHZ https://t.co/RHLoMYY00c,2163,492
2015-12-22,instagram,#WeeklyFluff https://t.co/mmw88kuvXO,1655,309
2015-12-22,instagram,Discover surprising voices on Instagram from the Spanish-speaking world. Follow @instagramES on Twitter!,1527,312
2015-12-22,instagram,Descubre voces sorprendentes de la comunidad de habla hispana en Instagram. ¡Sigue a @InstagramES en Twitter!,1454,260
2015-12-22,instagram,We’ve made some improvements to Boomerang. Check it out and learn more here: https://t.co/XqZUvlGecC,1610,302
2015-12-22,instagram,Looking back at some of our favorite Weekend Hashtag Project submissions from 2015. Here’s one from #WHPcolorplay! https://t.co/6GqC9Jdq7N,1788,343
2015-12-23,instagram,A look back at some of our favorite Weekend Hashtag Project submissions from 2015. Here’s one from #WHPmydailyroute! https://t.co/YOG2tcpBCm,1609,300
2015-12-23,instagram,Discover surprising voices on Instagram from the Spanish-speaking world. Follow @InstagramES on Twitter!,1514,270
2015-12-23,instagram,Descubre voces sorprendentes de la comunidad de habla hispana en Instagram. ¡Sigue a @InstagramES en Twitter!,1514,269
2015-12-23,instagram,"Looking back at our favorite Weekend Hashtag Project submissions from 2015, including this one from #WHPactionpacked https://t.co/4VarzbkO8n",1755,300
2015-12-24,instagram,"Oh what fun, it is to ride! Fun holiday videos are playing in select countries on Instagram now #IGHolidays2015 https://t.co/ffRkHoafxg",3588,1533
2015-12-24,instagram,Joyful weaving with Chinami Mori and her 93-year-old grandmother https://t.co/Uhcq5LsXCM https://t.co/yXwjBTgDF0,2275,605
2015-12-24,instagram,Discover surprising voices on Instagram from the Spanish-speaking world. Follow @InstagramES on Twitter!,1501,262
2015-12-24,instagram,¡Felices Fiestas! Descubre voces sorprendentes de la comunidad de habla hispana en Instagram. ¡Sigue a @InstagramES en Twitter!,1865,359
2015-12-24,instagram,"The wonderful, whimsical world of Carolyn Gair’s plastic menagerie: https://t.co/xshKSEteBS https://t.co/ycpOO29mEh",1562,357
2015-12-24,instagram,“I like to get up early and bake pies from scratch while watching ‘Alien’ on DVD.” — Carolyn Gair #ChristmasGoals,1442,295
2015-12-25,instagram,Happy holidays! We're rounding up the best videos. Open Instagram to watch now in select countries #IGHolidays2015 https://t.co/Dh0lz1Q8Za,2283,581
2015-12-25,instagram,Glittering holiday lights never lose their magic ⛄️🌟🎄  —Denver @Botanic Gardens https://t.co/QrNwOsQpJl https://t.co/f7ypfRiKsV,2783,731
2015-12-25,instagram,“People are transported to another place. They can forget about the outside world.” —Allison Kiehl (@Botanic),1509,364
2015-12-25,instagram,Happy holidays! Discover surprising voices from the Spanish-speaking world. Follow @InstagramES on Twitter! https://t.co/ciG7Q0MQsy,2239,520
2015-12-25,instagram,¡Felices Fiestas! Descubre voces sorprendentes de la comunidad de habla hispana en Instagram. ¡Sigue a @InstagramES en Twitter!,1581,305
2015-12-25,instagram,"Are you watching #IGHolidays2015? In select countries, open Instagram to see the cool ways people celebrate ⛄️ https://t.co/jehCsztdb4",1764,424
2015-12-25,instagram,"Participate in this weekend’s hashtag project: #WHPtraditions
https://t.co/adwgRgTvHW https://t.co/a6yRLYXiMc",1667,394
2015-12-25,instagram,Instant holiday magic: Fun &amp; festive videos are playing in select countries on Instagram right now #IGHolidays2015 https://t.co/WE9uX8L0gY,2236,569
2015-12-25,instagram,Looking back at some of our favorite WHP submissions from 2015. Here’s one from #WHPemojisinthewild https://t.co/xrwpHElw9G,1656,317
